date,ville,categorie,produit,quantite,montant
2024-03-16,Tourcoing,Électroménager,Bouilloire,1,726.04
2024-03-17,Roubaix,Maison,Lampe LED,1,134.22
2024-03-17,Dunkerque,Électroménager,Réfrigérateur,3,1162.11
2024-03-17,Tourcoing,Mode,Veste hiver,6,3935.94
2024-03-17,Amiens,Sport,Haltères 10kg,1,98.3
2024-03-17,En ligne,Électroménager,Aspirateur,1,172.06
2024-03-17,En ligne,Mode,Veste hiver,5,3279.95
2024-03-17,Dunkerque,Électroménager,Robot cuiseur,1,249.97
2024-03-17,Amiens,Mode,Baskets ville,3,1312.45
2024-03-17,Roubaix,Sport,Chaussures running,1,569.53
2024-03-17,En ligne,Mode,T-shirt coton,1,479.44
2024-03-17,Tourcoing,Maison,Étagère bois,1,279.59
2024-03-17,Lille,Sport,Tapis yoga,4,2633.44
2024-03-18,Tourcoing,Maison,Canapé 3 places,5,1231.15
2024-03-18,Lille,Mode,Robe été,1,296.52
2024-03-18,Lille,Maison,Couette 220x240,5,1120.45
2024-03-18,Roubaix,Sport,Haltères 10kg,2,196.6
2024-03-18,Dunkerque,Électroménager,Bouilloire,3,2178.12
2024-03-18,En ligne,Bricolage,Échelle alu,3,1064.01
2024-03-18,Dunkerque,Électroménager,Cafetière,2,784.48
2024-03-18,Tourcoing,Sport,Tapis yoga,2,1316.72
2024-03-18,Lille,Mode,Jean homme,1,272.27
2024-03-18,Tourcoing,Maison,Set casseroles,1,706.85
2024-03-18,Roubaix,Maison,Lampe LED,4,510.04
2024-03-18,En ligne,Bricolage,Échelle alu,3,1064.01
2024-03-18,Amiens,Mode,Jean homme,1,272.27
2024-03-18,Roubaix,Mode,Baskets ville,2,921.02
2024-03-18,En ligne,Mode,T-shirt coton,6,3028.02
2024-03-18,Valenciennes,Sport,Maillot bain,3,841.85
2024-03-18,Lille,Électroménager,Réfrigérateur,4,1549.48
2024-03-19,Dunkerque,Sport,Tapis yoga,3,1975.08
2024-03-19,En ligne,Mode,Veste hiver,4,2099.17
2024-03-19,Valenciennes,Sport,Maillot bain,1,350.77
2024-03-19,Lille,Maison,Lampe LED,2,268.44
2024-03-19,Lille,Maison,Canapé 3 places,4,984.92
2024-03-19,Lille,Mode,Robe été,1,296.52
2024-03-19,En ligne,Électroménager,Aspirateur,3,573.54
2024-03-19,En ligne,Mode,Pull laine,5,4422.45
2024-03-19,En ligne,Mode,Pull laine,3,2653.47
2024-03-19,Lille,Sport,Chaussures running,1,569.53
2024-03-19,Lille,Sport,Maillot bain,3,1052.31
2024-03-19,Roubaix,Mode,Robe été,3,889.56
2024-03-19,Roubaix,Mode,Pull laine,5,4422.45
2024-03-19,Dunkerque,Électroménager,Robot cuiseur,1,249.97
2024-03-19,Tourcoing,Bricolage,Échelle alu,2,673.87
2024-03-19,Tourcoing,Maison,Canapé 3 places,2,492.46
2024-03-19,Roubaix,Électroménager,Robot cuiseur,5,1249.85
2024-03-20,Valenciennes,Électroménager,Robot cuiseur,1,249.97
2024-03-20,Roubaix,Sport,Vélo VTT,3,1635.63
2024-03-20,En ligne,Bricolage,Tournevis set,4,2545.12
2024-03-20,En ligne,Électroménager,Bouilloire,2,1452.08
2024-03-20,Amiens,Électroménager,Aspirateur,2,382.36
2024-03-20,Roubaix,Bricolage,Peinture 5L,1,609.0
2024-03-20,Amiens,Bricolage,Échelle alu,4,1418.68
2024-03-20,En ligne,Bricolage,Tournevis set,4,2545.12
2024-03-20,Roubaix,Électroménager,Micro-ondes,2,906.32
2024-03-20,Lille,Sport,Haltères 10kg,4,393.2
2024-03-20,Valenciennes,Bricolage,Perceuse,5,528.3
2024-03-20,Amiens,Maison,Étagère bois,4,1118.36
2024-03-20,Dunkerque,Électroménager,Cafetière,4,1568.96
2024-03-20,En ligne,Maison,Étagère bois,3,838.77
2024-03-20,Amiens,Électroménager,Micro-ondes,6,2718.96
2024-03-20,Lille,Bricolage,Boîte à outils,3,237.15
2024-03-20,Amiens,Mode,Baskets ville,4,1657.84
2024-03-20,En ligne,Sport,Chaussures running,1,569.53
2024-03-21,Roubaix,Bricolage,Échelle alu,3,1064.01
2024-03-21,Lille,Maison,Étagère bois,4,1062.44
2024-03-21,Lille,Sport,Ballon foot,1,100.1
2024-03-21,Valenciennes,Mode,Pull laine,3,2520.8
2024-03-21,Roubaix,Sport,Tapis yoga,3,1975.08
2024-03-21,Lille,Bricolage,Échelle alu,6,2128.02
2024-03-21,Dunkerque,Bricolage,Perceuse,2,211.32
2024-03-21,Lille,Électroménager,Bouilloire,2,1452.08
2024-03-21,Tourcoing,Maison,Canapé 3 places,2,492.46
2024-03-21,Dunkerque,Mode,Jean homme,5,1361.35
2024-03-21,En ligne,Mode,Jean homme,4,1089.08
2024-03-21,Dunkerque,Électroménager,Cafetière,5,1961.2
2024-03-21,Lille,Maison,Canapé 3 places,2,492.46
2024-03-21,Dunkerque,Bricolage,Perceuse,1,105.66
2024-03-22,Dunkerque,Mode,Veste hiver,4,2623.96
2024-03-22,Roubaix,Maison,Couette 220x240,5,1120.45
2024-03-22,Lille,Mode,Veste hiver,4,2623.96
2024-03-22,Amiens,Sport,Ballon foot,2,200.2
2024-03-22,Tourcoing,Bricolage,Boîte à outils,5,416.05
2024-03-22,Amiens,Sport,Chaussures running,1,569.53
2024-03-22,Tourcoing,Électroménager,Réfrigérateur,3,1162.11
2024-03-22,Tourcoing,Sport,Ballon foot,3,300.3
2024-03-22,Roubaix,Sport,Chaussures running,2,1139.06
2024-03-22,Lille,Mode,Jean homme,3,653.45
2024-03-22,Amiens,Mode,Pull laine,2,1768.98
2024-03-22,Amiens,Électroménager,Bouilloire,2,1452.08
2024-03-22,Roubaix,Maison,Étagère bois,3,838.77
2024-03-22,En ligne,Mode,Jean homme,4,1089.08
2024-03-22,Valenciennes,Mode,Veste hiver,3,1967.97
2024-03-22,En ligne,Maison,Étagère bois,4,1062.44
2024-03-22,Lille,Maison,Set casseroles,3,2120.55
2024-03-22,Roubaix,Maison,Canapé 3 places,1,246.23
2024-03-22,En ligne,Maison,Lampe LED,3,402.66
2024-03-22,Lille,Sport,Raquette tennis,2,1412.38
2024-03-22,Lille,Mode,Robe été,2,593.04
2024-03-22,Dunkerque,Bricolage,Échelle alu,3,1064.01
2024-03-22,Dunkerque,Mode,Baskets ville,4,1842.04
2024-03-23,Lille,Électroménager,Réfrigérateur,2,619.79
2024-03-23,Lille,Mode,Pull laine,4,3537.96
2024-03-23,Lille,Sport,Haltères 10kg,3,280.15
2024-03-23,Dunkerque,Maison,Couette 220x240,2,403.36
2024-03-23,Valenciennes,Électroménager,Réfrigérateur,4,1549.48
2024-03-23,Tourcoing,Sport,Maillot bain,2,701.54
2024-03-23,Roubaix,Maison,Canapé 3 places,4,984.92
2024-03-23,Amiens,Maison,Étagère bois,1,279.59
2024-03-23,Lille,Bricolage,Peinture 5L,4,2436.0
2024-03-23,Amiens,Bricolage,Échelle alu,1,354.67
2024-03-23,En ligne,Bricolage,Perceuse,5,528.3
2024-03-23,Lille,Électroménager,Réfrigérateur,1,387.37
2024-03-23,Roubaix,Mode,Baskets ville,2,921.02
2024-03-23,Dunkerque,Maison,Set casseroles,1,706.85
2024-03-23,Valenciennes,Sport,Maillot bain,2,701.54
2024-03-23,Dunkerque,Bricolage,Boîte à outils,4,332.84
2024-03-23,Dunkerque,Mode,Baskets ville,4,1842.04
2024-03-23,Tourcoing,Sport,Haltères 10kg,1,98.3
2024-03-24,Tourcoing,Mode,Robe été,1,296.52
2024-03-24,Tourcoing,Sport,Raquette tennis,4,2824.76
2024-03-24,Roubaix,Sport,Chaussures running,3,1366.87
2024-03-24,Roubaix,Maison,Rideau occultant,4,404.84
2024-03-24,Roubaix,Bricolage,Perceuse,4,422.64
2024-03-24,Dunkerque,Maison,Lampe LED,4,536.88
2024-03-24,Lille,Maison,Rideau occultant,5,506.05
2024-03-24,Roubaix,Électroménager,Cafetière,5,1961.2
2024-03-24,Tourcoing,Électroménager,Robot cuiseur,2,499.94
2024-03-24,Dunkerque,Sport,Chaussures running,2,1139.06
2024-03-24,Dunkerque,Bricolage,Boîte à outils,2,166.42
2024-03-24,Dunkerque,Maison,Étagère bois,3,838.77
2024-03-24,Tourcoing,Sport,Haltères 10kg,3,294.9
2024-03-24,Amiens,Sport,Ballon foot,4,380.38
2024-03-24,Amiens,Bricolage,Perceuse,3,285.28
2024-03-25,Dunkerque,Bricolage,Peinture 5L,4,2436.0
2024-03-25,Dunkerque,Mode,T-shirt coton,1,504.67
2024-03-25,Roubaix,Bricolage,Peinture 5L,1,609.0
2024-03-25,Dunkerque,Mode,T-shirt coton,1,403.74
2024-03-25,Roubaix,Électroménager,Aspirateur,2,382.36
2024-03-25,Amiens,Maison,Couette 220x240,3,672.27
2024-03-25,Lille,Maison,Canapé 3 places,2,492.46
2024-03-25,Valenciennes,Maison,Canapé 3 places,1,221.61
2024-03-25,En ligne,Mode,Jean homme,2,544.54
2024-03-25,Tourcoing,Électroménager,Micro-ondes,4,1812.64
2024-03-25,Lille,Maison,Canapé 3 places,1,221.61
2024-03-25,Amiens,Bricolage,Tournevis set,2,1145.3
2024-03-25,Dunkerque,Électroménager,Bouilloire,1,726.04
2024-03-25,Lille,Électroménager,Robot cuiseur,1,224.97
2024-03-25,Amiens,Sport,Tapis yoga,1,658.36
2024-03-25,Lille,Électroménager,Bouilloire,1,689.74
2024-03-25,Lille,Électroménager,Robot cuiseur,1,249.97
2024-03-25,Amiens,Sport,Ballon foot,3,300.3
2024-03-25,Lille,Mode,Robe été,3,889.56
2024-03-25,Roubaix,Maison,Set casseroles,4,2827.4
2024-03-26,Lille,Bricolage,Perceuse,2,211.32
2024-03-26,Dunkerque,Électroménager,Réfrigérateur,5,1743.16
2024-03-26,Amiens,Sport,Haltères 10kg,3,294.9
2024-03-26,Valenciennes,Sport,Raquette tennis,2,1341.76
2024-03-26,En ligne,Bricolage,Peinture 5L,2,1218.0
2024-03-26,Roubaix,Maison,Étagère bois,1,279.59
2024-03-26,Lille,Mode,Jean homme,5,1361.35
2024-03-26,Lille,Mode,Veste hiver,2,1311.98
2024-03-26,Valenciennes,Électroménager,Réfrigérateur,1,387.37
2024-03-26,En ligne,Électroménager,Bouilloire,1,689.74
2024-03-26,Tourcoing,Bricolage,Boîte à outils,3,249.63
2024-03-26,Dunkerque,Bricolage,Peinture 5L,6,3654.0
2024-03-26,Dunkerque,Électroménager,Bouilloire,1,726.04
2024-03-26,Lille,Sport,Raquette tennis,3,1906.71
2024-03-26,Tourcoing,Sport,Vélo VTT,5,2726.05
2024-03-26,Dunkerque,Bricolage,Peinture 5L,3,1827.0
2024-03-26,Dunkerque,Bricolage,Échelle alu,5,1773.35
2024-03-26,Roubaix,Électroménager,Robot cuiseur,1,249.97
2024-03-26,En ligne,Électroménager,Robot cuiseur,1,224.97
2024-03-26,Roubaix,Électroménager,Aspirateur,5,955.9
2024-03-26,Amiens,Mode,Veste hiver,3,1967.97
2024-03-26,En ligne,Maison,Étagère bois,2,559.18
2024-03-26,Lille,Maison,Set casseroles,2,1413.7
2024-03-26,Roubaix,Maison,Set casseroles,4,2827.4
2024-03-26,Lille,Mode,Baskets ville,2,828.92
2024-03-27,Roubaix,Mode,Baskets ville,3,1381.53
2024-03-27,Dunkerque,Mode,Jean homme,2,544.54
2024-03-27,Lille,Maison,Rideau occultant,2,202.42
2024-03-27,Tourcoing,Maison,Lampe LED,3,402.66
2024-03-27,Tourcoing,Maison,Set casseroles,1,706.85
2024-03-27,Roubaix,Sport,Chaussures running,1,569.53
2024-03-27,Roubaix,Électroménager,Cafetière,3,1176.72
2024-03-27,Lille,Électroménager,Aspirateur,5,955.9
2024-03-27,Valenciennes,Maison,Couette 220x240,3,672.27
2024-03-27,Amiens,Maison,Canapé 3 places,1,233.92
2024-03-27,Lille,Mode,Baskets ville,3,1381.53
2024-03-27,En ligne,Électroménager,Robot cuiseur,5,1249.85
2024-03-27,Valenciennes,Mode,Robe été,3,889.56
2024-03-27,Tourcoing,Électroménager,Réfrigérateur,2,774.74
2024-03-27,Tourcoing,Sport,Maillot bain,1,350.77
2024-03-27,Roubaix,Sport,Maillot bain,1,333.23
2024-03-28,Amiens,Bricolage,Perceuse,1,105.66
2024-03-28,Amiens,Maison,Rideau occultant,3,303.63
2024-03-28,Lille,Sport,Chaussures running,3,1708.59
2024-03-28,Lille,Sport,Haltères 10kg,3,294.9
2024-03-28,Roubaix,Mode,Baskets ville,3,1381.53
2024-03-28,Lille,Électroménager,Robot cuiseur,1,249.97
2024-03-28,Dunkerque,Électroménager,Micro-ondes,5,2265.8
2024-03-28,Roubaix,Électroménager,Bouilloire,5,3630.2
2024-03-28,Lille,Maison,Set casseroles,3,2120.55
2024-03-28,Amiens,Électroménager,Réfrigérateur,3,1162.11
2024-03-28,Lille,Sport,Raquette tennis,5,3530.95
2024-03-28,Dunkerque,Sport,Tapis yoga,1,658.36
2024-03-28,Tourcoing,Électroménager,Aspirateur,3,573.54
2024-03-29,Dunkerque,Sport,Chaussures running,2,1139.06
2024-03-29,Valenciennes,Mode,T-shirt coton,3,1514.01
2024-03-29,Lille,Mode,Baskets ville,1,414.46
2024-03-29,Roubaix,Mode,Robe été,1,296.52
2024-03-29,Lille,Maison,Couette 220x240,5,1120.45
2024-03-29,Amiens,Maison,Lampe LED,3,402.66
2024-03-29,Tourcoing,Maison,Lampe LED,3,402.66
2024-03-29,Roubaix,Mode,Veste hiver,2,1246.38
2024-03-29,Lille,Électroménager,Cafetière,2,745.26
2024-03-29,Amiens,Maison,Étagère bois,1,279.59
2024-03-29,Lille,Bricolage,Boîte à outils,4,332.84
2024-03-29,Tourcoing,Mode,Baskets ville,1,460.51
2024-03-29,Tourcoing,Maison,Set casseroles,2,1413.7
2024-03-29,Roubaix,Sport,Maillot bain,1,350.77
2024-03-30,En ligne,Bricolage,Boîte à outils,1,83.21
2024-03-30,Valenciennes,Maison,Canapé 3 places,2,492.46
2024-03-30,Dunkerque,Bricolage,Peinture 5L,2,1157.1
2024-03-30,Tourcoing,Sport,Haltères 10kg,5,491.5
2024-03-30,Valenciennes,Électroménager,Micro-ondes,1,453.16
2024-03-30,Lille,Maison,Étagère bois,3,838.77
2024-03-30,Lille,Maison,Lampe LED,2,268.44
2024-03-30,Tourcoing,Maison,Set casseroles,3,1908.5
2024-03-30,Roubaix,Mode,Veste hiver,3,1967.97
2024-03-30,Dunkerque,Électroménager,Cafetière,3,1176.72
2024-03-30,Roubaix,Mode,Robe été,4,1186.08
2024-03-30,Amiens,Bricolage,Tournevis set,3,1908.84
2024-03-30,Roubaix,Électroménager,Micro-ondes,2,906.32
2024-03-30,Lille,Électroménager,Micro-ondes,4,1812.64
2024-03-30,Dunkerque,Mode,T-shirt coton,1,504.67
2024-03-30,Lille,Mode,Pull laine,4,3361.06
2024-03-30,Amiens,Électroménager,Bouilloire,2,1452.08
2024-03-30,Dunkerque,Bricolage,Perceuse,4,422.64
2024-03-31,En ligne,Mode,Baskets ville,5,2302.55
2024-03-31,Roubaix,Maison,Set casseroles,1,706.85
2024-03-31,Amiens,Maison,Étagère bois,1,279.59
2024-03-31,Dunkerque,Électroménager,Aspirateur,1,172.06
2024-03-31,Tourcoing,Mode,Pull laine,3,2653.47
2024-03-31,Amiens,Bricolage,Tournevis set,3,1908.84
2024-03-31,Dunkerque,Électroménager,Cafetière,5,1961.2
2024-03-31,Valenciennes,Mode,Baskets ville,2,921.02
2024-03-31,Lille,Électroménager,Robot cuiseur,5,1249.85
2024-03-31,Tourcoing,Bricolage,Tournevis set,1,636.28
2024-03-31,Dunkerque,Mode,Baskets ville,5,2302.55
2024-03-31,Roubaix,Électroménager,Réfrigérateur,5,1936.85
2024-03-31,En ligne,Maison,Set casseroles,4,2827.4
2024-03-31,Lille,Bricolage,Peinture 5L,2,1157.1
2024-04-01,Lille,Sport,Ballon foot,1,100.1
2024-04-01,Lille,Mode,T-shirt coton,5,2523.35
2024-04-01,En ligne,Sport,Maillot bain,4,1403.08
2024-04-01,En ligne,Électroménager,Micro-ondes,2,906.32
2024-04-01,En ligne,Bricolage,Peinture 5L,4,2436.0
2024-04-01,Amiens,Bricolage,Perceuse,3,316.98
2024-04-01,Lille,Maison,Set casseroles,4,2827.4
2024-04-01,En ligne,Électroménager,Cafetière,1,392.24
2024-04-01,Amiens,Électroménager,Réfrigérateur,4,1549.48
2024-04-01,Amiens,Sport,Vélo VTT,4,1744.67
2024-04-01,Amiens,Électroménager,Bouilloire,1,653.44
2024-04-01,Lille,Mode,Baskets ville,4,1473.63
2024-04-01,Valenciennes,Mode,Pull laine,2,1768.98
2024-04-01,Amiens,Électroménager,Bouilloire,4,2904.16
2024-04-01,En ligne,Électroménager,Cafetière,1,392.24
2024-04-01,Roubaix,Maison,Canapé 3 places,2,492.46
2024-04-01,Roubaix,Mode,Baskets ville,2,921.02
2024-04-01,Lille,Sport,Chaussures running,5,2847.65
2024-04-02,En ligne,Sport,Haltères 10kg,4,393.2
2024-04-02,Dunkerque,Maison,Rideau occultant,5,506.05
2024-04-02,Amiens,Sport,Raquette tennis,2,1412.38
2024-04-02,Roubaix,Électroménager,Aspirateur,4,726.48
2024-04-02,Dunkerque,Mode,Baskets ville,3,1381.53
2024-04-02,Lille,Sport,Vélo VTT,4,2180.84
2024-04-02,Dunkerque,Bricolage,Échelle alu,1,283.74
2024-04-02,Valenciennes,Maison,Couette 220x240,4,896.36
2024-04-02,Lille,Électroménager,Robot cuiseur,5,999.88
2024-04-02,Roubaix,Bricolage,Tournevis set,5,3181.4
2024-04-02,Roubaix,Électroménager,Micro-ondes,5,2265.8
2024-04-02,Roubaix,Sport,Vélo VTT,3,1635.63
2024-04-02,Dunkerque,Bricolage,Perceuse,5,528.3
2024-04-02,Lille,Mode,T-shirt coton,2,1009.34
2024-04-02,Valenciennes,Maison,Couette 220x240,4,896.36
2024-04-02,Amiens,Maison,Lampe LED,4,536.88
2024-04-02,Amiens,Maison,Lampe LED,2,241.6
2024-04-02,Tourcoing,Sport,Tapis yoga,3,1975.08
2024-04-02,Amiens,Mode,Baskets ville,1,460.51
2024-04-02,Roubaix,Bricolage,Perceuse,3,316.98
2024-04-02,En ligne,Maison,Canapé 3 places,1,246.23
2024-04-02,Roubaix,Maison,Étagère bois,1,265.61
2024-04-02,Lille,Sport,Ballon foot,1,95.09
2024-04-03,Dunkerque,Mode,Veste hiver,3,1967.97
2024-04-03,Dunkerque,Sport,Tapis yoga,1,658.36
2024-04-03,Tourcoing,Sport,Ballon foot,3,285.28
2024-04-03,Tourcoing,Bricolage,Échelle alu,4,1276.81
2024-04-03,Valenciennes,Maison,Canapé 3 places,4,984.92
2024-04-03,Dunkerque,Bricolage,Peinture 5L,4,2436.0
2024-04-03,Roubaix,Mode,Baskets ville,4,1473.63
2024-04-03,En ligne,Bricolage,Tournevis set,2,1272.56
2024-04-03,Dunkerque,Bricolage,Perceuse,4,422.64
2024-04-04,En ligne,Sport,Raquette tennis,3,2118.57
2024-04-04,Valenciennes,Sport,Vélo VTT,4,2180.84
2024-04-04,Tourcoing,Maison,Lampe LED,5,671.1
2024-04-04,Dunkerque,Électroménager,Robot cuiseur,2,499.94
2024-04-04,Lille,Maison,Canapé 3 places,2,492.46
2024-04-04,Lille,Maison,Rideau occultant,4,404.84
2024-04-04,Lille,Électroménager,Robot cuiseur,4,999.88
2024-04-04,Valenciennes,Maison,Set casseroles,3,2120.55
2024-04-04,Amiens,Électroménager,Cafetière,3,1176.72
2024-04-04,En ligne,Maison,Étagère bois,1,279.59
2024-04-04,Lille,Bricolage,Tournevis set,1,636.28
2024-04-04,Amiens,Mode,T-shirt coton,2,1009.34
2024-04-04,Valenciennes,Sport,Tapis yoga,3,1975.08
2024-04-05,Amiens,Mode,Baskets ville,1,460.51
2024-04-05,Dunkerque,Maison,Set casseroles,3,2120.55
2024-04-05,En ligne,Sport,Ballon foot,5,450.45
2024-04-05,Roubaix,Électroménager,Aspirateur,3,573.54
2024-04-05,Lille,Bricolage,Tournevis set,3,1908.84
2024-04-05,Dunkerque,Mode,Jean homme,2,544.54
2024-04-05,Valenciennes,Bricolage,Peinture 5L,4,2436.0
2024-04-05,Dunkerque,Maison,Set casseroles,6,4241.1
2024-04-05,Roubaix,Électroménager,Cafetière,2,784.48
2024-04-05,Tourcoing,Sport,Ballon foot,1,100.1
2024-04-05,Amiens,Mode,Pull laine,2,1768.98
2024-04-06,Dunkerque,Électroménager,Cafetière,1,392.24
2024-04-06,Amiens,Bricolage,Échelle alu,1,319.2
2024-04-06,Lille,Maison,Rideau occultant,3,288.45
2024-04-06,Lille,Sport,Maillot bain,4,1332.93
2024-04-06,Roubaix,Électroménager,Cafetière,1,372.63
2024-04-06,En ligne,Électroménager,Micro-ondes,2,906.32
2024-04-06,Dunkerque,Mode,Pull laine,3,2388.12
2024-04-06,Tourcoing,Bricolage,Tournevis set,4,2545.12
2024-04-06,Amiens,Sport,Haltères 10kg,1,98.3
2024-04-06,En ligne,Mode,Pull laine,3,2653.47
2024-04-06,Amiens,Maison,Lampe LED,3,402.66
2024-04-06,Lille,Maison,Couette 220x240,2,448.18
2024-04-06,Tourcoing,Bricolage,Perceuse,3,316.98
2024-04-06,Tourcoing,Mode,T-shirt coton,1,504.67
2024-04-06,Lille,Mode,Veste hiver,4,2492.76
2024-04-06,Tourcoing,Maison,Étagère bois,3,838.77
2024-04-06,Roubaix,Maison,Couette 220x240,1,224.09
2024-04-06,Roubaix,Sport,Ballon foot,3,300.3
2024-04-07,En ligne,Sport,Haltères 10kg,3,294.9
2024-04-07,Tourcoing,Sport,Ballon foot,5,475.48
2024-04-07,Lille,Sport,Tapis yoga,3,1975.08
2024-04-07,En ligne,Bricolage,Échelle alu,4,1418.68
2024-04-07,Amiens,Mode,Robe été,1,296.52
2024-04-07,Dunkerque,Sport,Tapis yoga,4,2501.77
2024-04-07,Tourcoing,Électroménager,Bouilloire,3,2178.12
2024-04-07,Roubaix,Mode,T-shirt coton,4,2018.68
2024-04-07,Lille,Bricolage,Échelle alu,3,1064.01
2024-04-07,Amiens,Mode,Robe été,2,593.04
2024-04-08,Roubaix,Électroménager,Micro-ondes,2,815.69
2024-04-08,Lille,Mode,Jean homme,1,272.27
2024-04-08,Roubaix,Bricolage,Boîte à outils,2,166.42
2024-04-08,En ligne,Sport,Tapis yoga,3,1777.57
2024-04-08,En ligne,Bricolage,Perceuse,3,316.98
2024-04-08,Amiens,Maison,Rideau occultant,3,303.63
2024-04-08,En ligne,Maison,Couette 220x240,3,672.27
2024-04-08,Lille,Sport,Raquette tennis,4,2824.76
2024-04-08,Tourcoing,Électroménager,Robot cuiseur,1,249.97
2024-04-08,En ligne,Électroménager,Aspirateur,1,191.18
2024-04-08,Amiens,Sport,Maillot bain,1,350.77
2024-04-08,En ligne,Bricolage,Boîte à outils,1,83.21
2024-04-08,Valenciennes,Bricolage,Tournevis set,3,1908.84
2024-04-08,Amiens,Sport,Maillot bain,4,1403.08
2024-04-08,Tourcoing,Mode,Pull laine,2,1768.98
2024-04-08,En ligne,Sport,Raquette tennis,2,1412.38
2024-04-08,Roubaix,Mode,Jean homme,2,544.54
2024-04-09,Lille,Mode,Robe été,1,296.52
2024-04-09,Roubaix,Sport,Raquette tennis,3,2118.57
2024-04-09,Lille,Électroménager,Cafetière,2,745.26
2024-04-09,En ligne,Bricolage,Échelle alu,2,709.34
2024-04-09,Valenciennes,Maison,Couette 220x240,3,672.27
2024-04-09,Roubaix,Maison,Lampe LED,2,268.44
2024-04-10,En ligne,Bricolage,Perceuse,3,316.98
2024-04-10,Lille,Électroménager,Réfrigérateur,5,1840.01
2024-04-10,Roubaix,Sport,Maillot bain,2,701.54
2024-04-10,Amiens,Maison,Couette 220x240,5,1120.45
2024-04-10,Lille,Bricolage,Échelle alu,3,1064.01
2024-04-10,Amiens,Maison,Étagère bois,2,559.18
2024-04-10,En ligne,Bricolage,Échelle alu,3,1064.01
2024-04-10,Amiens,Mode,Baskets ville,2,828.92
2024-04-10,Tourcoing,Bricolage,Peinture 5L,2,1157.1
2024-04-10,Amiens,Sport,Raquette tennis,4,2683.52
2024-04-10,En ligne,Sport,Vélo VTT,1,545.21
2024-04-10,En ligne,Électroménager,Micro-ondes,3,1359.48
2024-04-10,Dunkerque,Électroménager,Aspirateur,5,955.9
2024-04-10,Roubaix,Sport,Raquette tennis,6,4237.14
2024-04-10,Roubaix,Mode,Pull laine,1,884.49
2024-04-10,Lille,Maison,Lampe LED,5,671.1
2024-04-11,Amiens,Électroménager,Micro-ondes,3,1359.48
2024-04-11,Valenciennes,Mode,T-shirt coton,3,1514.01
2024-04-11,Roubaix,Sport,Raquette tennis,1,706.19
2024-04-11,Amiens,Sport,Chaussures running,4,2278.12
2024-04-11,Roubaix,Bricolage,Échelle alu,1,336.94
2024-04-11,Amiens,Sport,Tapis yoga,4,2501.77
2024-04-11,Roubaix,Maison,Set casseroles,1,706.85
2024-04-11,Lille,Maison,Set casseroles,5,3357.54
2024-04-11,Amiens,Sport,Tapis yoga,2,1316.72
2024-04-11,Roubaix,Bricolage,Peinture 5L,1,609.0
2024-04-11,En ligne,Sport,Tapis yoga,1,592.52
2024-04-11,Amiens,Sport,Haltères 10kg,6,589.8
2024-04-12,Amiens,Bricolage,Échelle alu,1,354.67
2024-04-12,En ligne,Électroménager,Robot cuiseur,6,1499.82
2024-04-12,Lille,Mode,Baskets ville,2,921.02
2024-04-12,Lille,Électroménager,Aspirateur,3,573.54
2024-04-12,Roubaix,Électroménager,Cafetière,3,1176.72
2024-04-12,Tourcoing,Mode,Baskets ville,4,1842.04
2024-04-12,Roubaix,Électroménager,Robot cuiseur,2,399.95
2024-04-12,Amiens,Bricolage,Perceuse,2,211.32
2024-04-12,Dunkerque,Électroménager,Bouilloire,1,726.04
2024-04-12,Lille,Sport,Tapis yoga,3,1975.08
2024-04-12,En ligne,Électroménager,Micro-ondes,3,1359.48
2024-04-12,Dunkerque,Mode,Robe été,1,281.69
2024-04-12,Tourcoing,Électroménager,Aspirateur,4,764.72
2024-04-12,Tourcoing,Sport,Haltères 10kg,3,294.9
2024-04-12,Amiens,Électroménager,Micro-ondes,1,453.16
2024-04-12,Lille,Maison,Rideau occultant,1,101.21
2024-04-12,Lille,Électroménager,Micro-ondes,1,407.84
2024-04-12,Lille,Maison,Rideau occultant,2,182.18
2024-04-12,Lille,Bricolage,Perceuse,1,105.66
2024-04-12,Roubaix,Électroménager,Micro-ondes,2,861.0
2024-04-12,Roubaix,Sport,Haltères 10kg,5,491.5
2024-04-13,En ligne,Sport,Haltères 10kg,6,589.8
2024-04-13,Roubaix,Maison,Lampe LED,5,671.1
2024-04-13,Dunkerque,Bricolage,Échelle alu,3,1064.01
2024-04-13,Dunkerque,Bricolage,Boîte à outils,1,83.21
2024-04-13,Dunkerque,Mode,Pull laine,1,884.49
2024-04-13,Amiens,Sport,Tapis yoga,2,1316.72
