id,raison_sociale,pays_declare,numero_tva,date_saisie,source_saisie
6504,Kappa Distribution NV,PT,PT 3032 84170,2024-05-21,reprise_erp
6505,Lusitania Technologies AB,PL,PL4349163168,2024-02-28,saisie_manuelle
6506,Nord Services GmbH,SE,SE650025407001,2024-02-05,import_fournisseur
6507,Baltic Transports Sp. z o.o.,FR,FR 1429 9623527,2024-03-11,import_fournisseur
6508,Textil Foods Sp. z o.o.,FI,FI49738559,2024-12-01,saisie_manuelle
6509,Batavia Trading SA,BE,be1464776610,2024-05-09,reprise_erp
6510,Baltic Services AB,PT,pt743055004,2024-08-08,import_fournisseur
6511,Baltic Technologies Sp. z o.o.,LU,LU8J582703,2025-04-01,saisie_manuelle
6512,Verso Materials SARL,SE,SE584975863501,2024-03-08,import_fournisseur
6513,Delta Services GmbH,BE,be1976348175,2024-04-06,reprise_erp
6514,Baltic Foods NV,FI,FI80659041,2025-08-13,saisie_manuelle
6515,Baltic Logistics SpA,PT,PT729472809,2024-05-22,import_fournisseur
6516,Lusitania Technologies SpA,XX,XX4598176597,2025-07-08,reprise_erp
6517,Ardent Foods NV,PT,PT234010900,2024-06-26,portail_client
6518,Delta Technologies SA,FR,FR29346673673,2025-06-10,saisie_manuelle
6519,Meridian Materials A/S,BE,BE0135614413,2025-09-22,saisie_manuelle
6520,Vertex Technologies Oy,QQ,QQ1199427085,2025-01-21,portail_client
6521,Vertex Foods BV,IT,IT58642014698,2024-02-11,crm
6522,Ardent Industries NV,BE,BE1460575025,2025-04-10,reprise_erp
6523,Nord Foods BV,NL,268399475B51,2024-09-02,crm
6524,Orion Distribution SA,NL,NL866222054B5,2024-12-13,crm
6525,Fabrica Services Lda,FR,  FR67365374251 ,2025-06-23,saisie_manuelle
6526,Meridian Services BV,FR,FR49417134803,2024-11-16,reprise_erp
6527,Kappa Technologies Lda,LU,LU93590469,2024-01-10,crm
6528,Atlantic Technologies NV,SE,250658029501,2024-04-19,import_fournisseur
6529,Prima Technologies BV,LU,41305506,2024-03-12,reprise_erp
6530,Solaris Logistics A/S,NL,385043235B05,2024-02-10,crm
6531,Azur Foods NV,SE,se534975753301,2024-09-27,saisie_manuelle
6532,Hanse Consulting BV,FI,FI70896623,2024-09-15,reprise_erp
6533,Metallo Technologies A/S,NL,NL5117406J1B86,2024-08-17,import_fournisseur
6534,Corvus Services BV,IT,IT80347073027,2024-12-08,saisie_manuelle
6535,Orion Logistics NV,PT,PT970054408,2024-12-23,crm
6536,Orion Materials NV,LU,  LU13238744 ,2024-10-09,reprise_erp
6537,Atlantic Technologies Lda,PL,PL6054997320,2024-01-31,import_fournisseur
6538,Cobalt Transports GmbH,FR,FR41267104965,2024-12-04,portail_client
6539,Prima Logistics AB,UK,UK63262709191,2024-05-19,portail_client
6540,Cobalt Logistics NV,IT,IT41819383986,2024-06-03,portail_client
6541,Prima Transports SAS,GB,GB17909830,2025-03-08,portail_client
6542,Nord Foods SAS,BE,BE181919323,2025-08-16,portail_client
6543,Lumen Services SpA,ZZ,ZZ87831058,2024-12-13,saisie_manuelle
6544,Vela Distribution NV,PL,PL1551274343,2024-02-28,portail_client
6545,Corvus Distribution NV,GB,GB74081835,2024-05-20,reprise_erp
6546,Nord Trading SARL,PL,PL0658533738,2025-01-28,saisie_manuelle
6547,Delta Materials Oy,SE,SE355508328001,2024-06-23,reprise_erp
6548,Cobalt Foods SA,LU,LU4567125,2025-01-20,reprise_erp
6549,Hanse Foods SARL,IT,IT35838875843,2025-08-06,crm
6550,Ardent Transports SpA,BE,,2024-03-05,import_fournisseur
6551,Hanse Transports AB,BE,BE 1643 041032,2025-04-25,import_fournisseur
6552,Papyrus Transports Lda,BE,be0335890808,2025-06-29,import_fournisseur
6553,Orion Technologies Lda,FI,FI98757502,2024-10-07,portail_client
6554,Delta Logistics SpA,SE,SE-699404749301,2024-04-30,reprise_erp
6555,Vela Transports Sp. z o.o.,LU,LU16620070,2024-03-26,crm
6556,Alpine Technologies BV,NL,NL724206553B41,2025-04-07,reprise_erp
6557,Metallo Materials GmbH,PT,pt863172415,2024-02-28,portail_client
6558,Verso Materials SARL,IT,IT.98501229599,2025-05-08,portail_client
6559,Meridian Materials NV,SE,SE-316143286301,2025-09-01,saisie_manuelle
6560,Ardent Materials Oy,NL,222902280B34,2024-02-18,import_fournisseur
6561,Ardent Trading SAS,PL,PL 7527 509840,2024-05-08,saisie_manuelle
6562,Solaris Consulting Lda,BE,BE0933623812,2024-07-10,import_fournisseur
6563,Prima Logistics SpA,FR, ,2024-01-06,crm
6564,Orion Foods Sp. z o.o.,FI,FI62788239,2024-12-25,saisie_manuelle
6565,Granit Industries AB,FI,FI56719444,2024-05-26,import_fournisseur
6566,Batavia Materials SAS,PL,PL4084256139,2024-02-05,crm
6567,Fabrica Technologies Lda,NL,NL786905669B09,2025-03-11,reprise_erp
6568,Ardent Materials SARL,BE, ,2025-05-21,import_fournisseur
6569,Orion Foods Lda,LU,  LU39740217 ,2024-10-07,crm
6570,Nord Foods Sp. z o.o.,FI,fi11925738,2024-06-22,crm
6571,Ardent Materials Sp. z o.o.,DK,DK3563261,2024-12-23,saisie_manuelle
6572,Papyrus Services A/S,IT,IT67874154913,2024-07-12,saisie_manuelle
6573,Lusitania Materials A/S,SE,  SE736390462901 ,2024-12-29,reprise_erp
6574,Orion Trading GmbH,SE,SE.852826221801,2025-01-29,import_fournisseur
6575,Cobalt Consulting BV,FR,null,2025-06-10,import_fournisseur
6576,Corvus Technologies SpA,PL,PL8851225140,2024-09-21,crm
6577,Orion Foods NV,DK,DK35387191,2025-07-06,import_fournisseur
6578,Metallo Trading AB,PT,PT130385719,2025-01-15,reprise_erp
6579,Alpine Logistics GmbH,PT,PT666292949,2024-11-27,reprise_erp
6580,Orion Consulting A/S,DK,DK72391447,2025-01-23,reprise_erp
6581,Corvus Materials SpA,PT,  PT227586980 ,2024-09-13,saisie_manuelle
6582,Azur Technologies SA,IT,35669082741,2024-06-16,import_fournisseur
6583,Cobalt Consulting A/S,FR,FR54432028120,2024-10-14,portail_client
6584,Batavia Distribution AB,PT,PT300024385,2025-04-14,portail_client
6585,Orion Materials GmbH,PT,PT107761424,2024-10-17,reprise_erp
6586,Alpine Trading SA,SE,SE7761453484011,2024-11-08,saisie_manuelle
6587,Solaris Materials SpA,FR,47988081911,2025-08-20,import_fournisseur
6588,Baltic Foods GmbH,IT,IT85346452635,2024-02-13,import_fournisseur
6589,Baltic Consulting SAS,DK,  DK77859233 ,2024-11-30,reprise_erp
6590,Papyrus Materials SpA,LU,LU23692709,2024-04-11,import_fournisseur
6591,Azur Transports AB,LU,LU50427085,2025-02-16,import_fournisseur
6592,Delta Materials SAS,FI,FI-96486876,2025-01-10,portail_client
6593,Orion Trading A/S,BE,BE1153777616,2025-09-05,portail_client
6594,Cobalt Foods Sp. z o.o.,LU,LU-37650535,2024-02-13,crm
6595,Textil Materials AB,NL,NL 2648 95010B24,2025-04-12,portail_client
6596,Delta Distribution SARL,PT,PT368735265,2025-04-05,saisie_manuelle
6597,Vertex Foods GmbH,ZZ,ZZ03320447354,2025-06-11,portail_client
6598,Solaris Services A/S,BE,BE-1271708107,2025-04-09,saisie_manuelle
6599,Metallo Foods AB,FI,FI8170788,2024-08-17,reprise_erp
6600,Fabrica Consulting BV,DK,DK83537620,2025-02-20,reprise_erp
6601,Nord Materials AB,IT,IT36888443839,2024-07-31,crm
6602,Prima Transports SARL,PT, ,2024-04-14,portail_client
6603,Papyrus Industries SpA,PT,PT-908225148,2024-12-20,reprise_erp
6604,Lusitania Trading GmbH,PT,PT200893512,2025-04-06,import_fournisseur
6605,Hanse Technologies BV,PL,PL1599539215,2024-11-28,import_fournisseur
6606,Verso Logistics Sp. z o.o.,DK,DK75008570,2025-08-17,crm
6607,Azur Materials SA,BE,BE044957658,2025-05-18,portail_client
6608,Hanse Materials AB,BE,BE0368645926,2025-09-28,import_fournisseur
6609,Metallo Foods NV,PT,PT653341075,2025-08-18,reprise_erp
6610,Azur Distribution Sp. z o.o.,FR,FR-21378543473,2024-02-23,import_fournisseur
6611,Azur Services GmbH,NL,NL217195660B4G,2024-09-28,portail_client
6612,Metallo Services GmbH,NL,445658113B03,2024-10-27,import_fournisseur
6613,Cobalt Foods BV,FI,FI71980060,2025-07-21,reprise_erp
6614,Vela Materials BV,LU,LU.77732903,2024-09-06,import_fournisseur
6615,Lusitania Trading Sp. z o.o.,LU,LU-56950785,2025-02-17,portail_client
6616,Hanse Services SpA,PL,PL4280272338,2025-08-05,portail_client
6617,Solaris Consulting GmbH,FI,  FI98957416 ,2024-06-02,saisie_manuelle
6618,Alpine Services AB,QQ,QQ51266968992,2024-08-02,portail_client
6619,Nord Materials SA,IT,IT42709011755,2025-02-24,saisie_manuelle
6620,Cobalt Trading SAS,PT,513154671,2024-03-14,portail_client
6621,Fabrica Services BV,DK,DK334062O5,2025-04-07,reprise_erp
6622,Solaris Distribution Oy,FR,  FR69607605303 ,2024-10-01,portail_client
6623,Global Industries Oy,IT,IT64290408323,2024-09-26,portail_client
6624,Lumen Technologies Oy,BE,BE0803733585,2024-02-09,crm
6625,Papyrus Logistics AB,BE,BE1556670153,2025-08-22,reprise_erp
6626,Fabrica Consulting BV,PT,635096668,2025-02-08,crm
6627,Solaris Foods Lda,PL,PL-6373560924,2024-06-23,portail_client
6628,Corvus Industries GmbH,NL,NL731966867B75,2025-05-24,portail_client
6629,Metallo Services BV,DK,02717301,2025-04-13,import_fournisseur
6630,Orion Logistics Sp. z o.o.,FR,FR58724105154,2024-12-26,saisie_manuelle
6631,Metallo Industries AB,LU,LU65966788,2025-09-17,crm
6632,Global Industries BV,NL,NL998079613B90,2025-02-23,saisie_manuelle
6633,Azur Technologies NV,DK,DK05730691,2025-05-02,saisie_manuelle
6634,Papyrus Distribution SARL,PT,PT397129750,2025-06-11,import_fournisseur
6635,Papyrus Industries Oy,IT,IT85092460592,2025-05-25,reprise_erp
6636,Hanse Foods SAS,FR,FR 3420 7656799,2024-11-20,import_fournisseur
6637,Atlantic Trading Lda,PT,PT315235207,2024-12-02,saisie_manuelle
6638,Azur Trading Lda,DK,DK02716933,2025-02-20,reprise_erp
6639,Fabrica Materials NV,FI,FI3750540,2024-04-05,portail_client
6640,Cobalt Services Lda,SE,SE809893678701,2024-01-23,import_fournisseur
6641,Vertex Transports SARL,BE,BE1277770706,2025-05-16,import_fournisseur
6642,Meridian Materials Lda,PL,PL6635597585,2025-05-18,import_fournisseur
6643,Atlantic Logistics Sp. z o.o.,FR,FR38718476612,2024-10-13,reprise_erp
6644,Delta Consulting GmbH,FR,fr58822044525,2025-07-01,portail_client
6645,Lumen Industries AB,IT,IT83955785K32,2025-01-01,portail_client
6646,Atlantic Foods Sp. z o.o.,IT,IT07549612294,2024-01-27,portail_client
6647,Solaris Services GmbH,DK,DK79682187,2025-09-15,reprise_erp
6648,Delta Services SARL,FR,FR 8280 0274047,2024-01-15,reprise_erp
6649,Delta Consulting Lda,SE,SE611212178201,2024-01-16,crm
6650,Lumen Distribution BV,DK,DK80834977,2024-12-25,portail_client
6651,Textil Foods SpA,LU,38170876,2024-11-15,reprise_erp
6652,Batavia Logistics SARL,SE,SE626483611201,2024-03-23,reprise_erp
6653,Lumen Logistics A/S,PT,PT722829690,2024-08-20,crm
6654,Papyrus Transports GmbH,LU,LU.86018500,2024-05-23,reprise_erp
6655,Metallo Services Oy,PL,pl4812436238,2024-05-12,saisie_manuelle
6656,Metallo Materials AB,SE,761636825901,2025-03-30,import_fournisseur
6657,Global Industries AB,FR,FR96670311059,2024-06-18,saisie_manuelle
6658,Nord Logistics Oy,PT,PT373986O27,2025-03-08,reprise_erp
6659,Papyrus Trading SAS,IT,IT34418684394,2024-02-03,import_fournisseur
6660,Batavia Distribution AB,SE,SE731003444701,2024-10-20,reprise_erp
6661,Cobalt Technologies AB,NL,NL982756331BJ3,2025-01-15,saisie_manuelle
6662,Vertex Materials Lda,SE,SE022313354701,2025-05-11,saisie_manuelle
6663,Meridian Industries Lda,BE,BE1741774362,2024-05-29,reprise_erp
6664,Lumen Logistics Lda,BE,  BE1161640722 ,2025-08-05,crm
6665,Papyrus Consulting GmbH,FR,FR85494109553,2024-12-15,portail_client
6666,Cobalt Trading BV,BE,BE-0350664106,2025-04-11,crm
6667,Nord Industries A/S,BE,BE.0868528892,2024-06-15,import_fournisseur
6668,Granit Industries NV,NL,852233875B69,2024-04-19,saisie_manuelle
6669,Baltic Distribution Sp. z o.o.,DK,DK35442138,2025-05-04,import_fournisseur
6670,Delta Materials NV,NL,NL024102767B51,2025-06-26,import_fournisseur
6671,Batavia Consulting BV,FI,FI04108265,2024-05-04,crm
6672,Papyrus Services SARL,NL,NL206111198B79,2025-01-04,portail_client
6673,Cobalt Technologies SARL,NL,NL567144379B43,2025-01-09,import_fournisseur
6674,Lusitania Trading NV,BE,  BE0581678811 ,2025-05-18,reprise_erp
6675,Textil Technologies SA,FR,FR8878054269J,2024-05-20,crm
6676,Papyrus Transports NV,SE,SE223778728301,2025-04-08,portail_client
6677,Lumen Logistics BV,IT,IT85889560135,2025-04-13,import_fournisseur
6678,Verso Materials BV,PT,PT455849129,2024-01-16,crm
6679,Metallo Services SA,LU,LU967410694,2025-06-07,portail_client
6680,Orion Industries A/S,DK,DK92787419,2024-10-12,import_fournisseur
6681,Azur Industries NV,BE,BE 0501 355584,2025-09-19,import_fournisseur
6682,Granit Consulting Lda,NL,nl082061889b06,2025-09-16,saisie_manuelle
6683,Textil Logistics AB,PL,PL7540001900,2025-02-10,saisie_manuelle
6684,Delta Logistics SA,NL,NL656455846B390,2024-01-07,portail_client
6685,Atlantic Trading AB,LU,LU73373704,2024-05-02,portail_client
6686,Papyrus Consulting A/S,NL,NL540267892B2,2025-08-05,reprise_erp
6687,Ardent Consulting NV,FI,FI82239305,2024-07-27,saisie_manuelle
6688,Meridian Logistics GmbH,PT,  PT417565763 ,2024-04-05,import_fournisseur
6689,Prima Materials SAS,NL,NL383757575B71,2024-01-12,crm
6690,Hanse Industries A/S,DK,DK19672233,2024-10-17,import_fournisseur
6691,Metallo Industries AB,IT,IT5640323279,2024-07-01,import_fournisseur
6692,Batavia Trading Sp. z o.o.,SE,SE733894834701,2025-04-10,portail_client
6693,Prima Transports SAS,LU,15785861,2024-03-27,reprise_erp
6694,Nord Technologies Oy,PT,PT256888K51,2024-10-10,import_fournisseur
6695,Granit Logistics Lda,IT,IT20892833193,2024-06-17,portail_client
6696,Lumen Technologies GmbH,NL,NL333104225B77,2025-05-12,crm
6697,Vertex Trading GmbH,SE,SE441697646401,2025-04-16,reprise_erp
6698,Solaris Consulting SA,XX,XX13875233005,2024-05-11,portail_client
6699,Papyrus Trading GmbH,FR,fr00343035549,2024-11-12,reprise_erp
6700,Hanse Distribution SA,PT,PT224835670,2024-11-21,portail_client
6701,Hanse Technologies SpA,QQ,QQ66474879,2024-06-05,portail_client
6702,Nord Logistics BV,FR,FR78219066471,2025-02-08,saisie_manuelle
6703,Meridian Transports SA,LU,  LU74178761 ,2025-02-01,saisie_manuelle
6704,Solaris Services SAS,SE,SE-166482823101,2024-09-20,import_fournisseur
6705,Atlantic Technologies SpA,UK,UK61241324829,2024-10-04,reprise_erp
6706,Granit Technologies SAS,NL,NL661512563B88,2024-08-02,import_fournisseur
6707,Textil Industries SA,SE,SE803861377701,2025-01-28,crm
6708,Corvus Consulting GmbH,IT,IT52699757531,2024-01-26,import_fournisseur
6709,Delta Logistics NV,LU,LU72958356,2024-04-28,reprise_erp
6710,Lusitania Materials AB,XX,XX40844961,2025-08-27,import_fournisseur
6711,Lumen Foods SA,LU,LU90694470,2024-12-07,crm
6712,Azur Technologies A/S,PL,PL3524833041,2025-06-12,reprise_erp
6713,Cobalt Transports SAS,BE,BE0312301590,2025-07-10,import_fournisseur
6714,Vela Services A/S,FI,FI426981959,2024-08-30,reprise_erp
6715,Prima Materials AB,FR,FR 1825 1385978,2024-01-24,import_fournisseur
6716,Atlantic Materials BV,IT,IT01045157282,2025-08-12,reprise_erp
6717,Lusitania Technologies SAS,LU,LU30039499,2024-01-21,crm
6718,Fabrica Transports SAS,SE,SE160480776601,2025-06-09,crm
6719,Fabrica Trading SpA,FI,FI38005341,2025-03-06,crm
6720,Papyrus Transports NV,BE,BE0744921018,2025-01-13,import_fournisseur
6721,Vela Distribution Sp. z o.o.,BE,BE-0781825146,2025-08-28,import_fournisseur
6722,Baltic Distribution Lda,PL,PL-6392206862,2024-06-02,crm
6723,Metallo Technologies SpA,LU,lu62512073,2025-03-25,reprise_erp
6724,Nord Industries SpA,FR,FR91120115094,2024-03-17,saisie_manuelle
6725,Hanse Distribution SARL,PL,PL1756929517,2024-07-08,saisie_manuelle
6726,Azur Services BV,PT,PT575725524,2024-02-14,reprise_erp
6727,Nord Services Oy,IT,IT07368466335,2025-01-19,portail_client
6728,Azur Services SpA,FR,FR70411881H81,2024-06-10,portail_client
6729,Textil Distribution SA,IT,IT19713073963,2024-04-20,saisie_manuelle
6730,Ardent Consulting Lda,IT,IT11454642940,2025-05-04,saisie_manuelle
6731,Alpine Foods A/S,NL,NLM86185156B03,2025-06-24,import_fournisseur
6732,Verso Industries SARL,LU,LU 4569 2386,2024-12-22,crm
6733,Solaris Industries SpA,IT,IT48636219304,2025-01-23,portail_client
6734,Baltic Services SARL,FR,FR427605104685,2024-06-18,portail_client
6735,Granit Logistics Sp. z o.o.,PT,PT 7396 39099,2024-02-29,crm
6736,Fabrica Technologies Lda,NL,NL820935G57B94,2024-12-03,saisie_manuelle
6737,Ardent Distribution Lda,BE,BE0435362823,2024-09-10,portail_client
6738,Corvus Transports NV,BE,BE1248360702,2025-09-22,import_fournisseur
6739,Lumen Trading BV,FR,fr03702164276,2024-05-01,reprise_erp
6740,Ardent Technologies NV,PL,pl8111258763,2024-05-31,saisie_manuelle
6741,Orion Logistics SpA,NL,NL84O854752B66,2024-06-18,reprise_erp
6742,Verso Logistics SpA,BE,  BE1170024193 ,2024-06-09,reprise_erp
6743,Verso Industries AB,NL,NL.062228912B37,2024-10-10,reprise_erp
6744,Verso Services SA,DK,DK05836284,2025-01-04,portail_client
6745,Nord Industries Lda,FR,null,2024-04-10,import_fournisseur
6746,Alpine Services SARL,FR,FR96322466634,2024-10-14,reprise_erp
6747,Cobalt Materials SAS,FR,FR3726083229,2025-06-30,portail_client
6748,Textil Distribution Lda,IT,IT49626801200,2024-08-27,saisie_manuelle
6749,Batavia Industries AB,DK,DK76332118,2024-02-05,crm
6750,Textil Distribution BV,PL,PL8617167303,2025-07-27,crm
6751,Lumen Transports SAS,PL,N/A,2024-11-22,reprise_erp
6752,Verso Trading BV,LU,43627081,2024-02-05,reprise_erp
6753,Orion Services SAS,DK,DK35419265,2024-10-24,saisie_manuelle
6754,Meridian Industries Sp. z o.o.,DK,DK-09075747,2025-09-12,import_fournisseur
6755,Lumen Foods AB,BE,  BE1428737546 ,2025-07-06,saisie_manuelle
6756,Lumen Transports NV,PT,PT.195332989,2025-07-21,saisie_manuelle
6757,Granit Trading BV,NL,NL797104550B56,2025-04-06,saisie_manuelle
6758,Alpine Materials Oy,BE,BE0590413759,2024-01-04,crm
6759,Azur Technologies GmbH,IT,IT03914568203,2024-08-15,reprise_erp
6760,Batavia Trading SAS,FI,FI2J295662,2024-02-29,import_fournisseur
6761,Fabrica Transports SpA,DK,DK06337023,2024-03-08,reprise_erp
6762,Nord Materials GmbH,UK,UK07325073802,2024-12-06,portail_client
6763,Alpine Foods Lda,PT,213176980,2024-05-15,import_fournisseur
6764,Lusitania Consulting SARL,DK,DK15226552,2025-07-24,crm
6765,Cobalt Services Sp. z o.o.,LU,LU997377433,2025-09-27,reprise_erp
6766,Papyrus Transports SAS,PT,PT570048737,2025-04-27,import_fournisseur
6767,Global Technologies SAS,XX,XX1998791146,2024-11-02,import_fournisseur
6768,Baltic Industries SpA,BE,BE0871397619,2024-03-15,reprise_erp
6769,Atlantic Services SpA,FR,fr74252375914,2025-01-26,crm
6770,Lusitania Distribution GmbH,IT,IT45061918962,2025-08-22,portail_client
6771,Baltic Distribution SpA,PL,PL9069547865,2025-08-05,import_fournisseur
6772,Prima Transports GmbH,FR,  FR95393751287 ,2025-05-08,portail_client
6773,Lumen Materials Lda,DK,DK28414707,2025-09-09,portail_client
6774,Lumen Transports Lda,BE,BE0948870628,2025-02-12,crm
6775,Prima Technologies SARL,PT,-,2024-11-17,crm
6776,Azur Consulting Lda,BE,be0817722525,2024-01-21,crm
6777,Vertex Services NV,SE,SE266248315201,2024-10-02,portail_client
6778,Textil Distribution BV,FR,FR42654187216,2024-07-21,crm
6779,Delta Trading SpA,PL,PL4130134652,2024-03-29,portail_client
6780,Orion Foods NV,IT,IT30436129891,2024-11-26,portail_client
6781,Azur Consulting Sp. z o.o.,FR,FR 0161 5158347,2025-01-24,saisie_manuelle
6782,Atlantic Consulting SARL,LU,LU20289564,2024-11-22,crm
6783,Atlantic Logistics SAS,NL,  NL167296322B61 ,2024-08-18,import_fournisseur
6784,Lumen Consulting SA,DK,DK56147527,2025-09-10,crm
6785,Papyrus Technologies AB,FI,FI64379216,2025-02-03,reprise_erp
6786,Meridian Transports SA,PL,PL-7979432248,2025-06-20,reprise_erp
6787,Metallo Consulting Sp. z o.o.,SE,SE225344012301,2024-11-16,crm
6788,Verso Foods Sp. z o.o.,GB,GB92599223282,2024-04-21,import_fournisseur
6789,Corvus Foods Sp. z o.o.,BE,BE151542515,2025-01-16,import_fournisseur
6790,Kappa Technologies SARL,NL,NL634382251B567,2025-09-25,saisie_manuelle
6791,Prima Foods GmbH,NL,NL599736105B40,2024-03-27,import_fournisseur
6792,Cobalt Logistics SpA,NL,nl844946187b46,2024-07-12,saisie_manuelle
6793,Orion Distribution SAS,FR,FR62821216405,2024-12-27,portail_client
6794,Ardent Foods Oy,DK,DK-33027338,2024-09-20,saisie_manuelle
6795,Textil Distribution SARL,BE,BE1524311646,2025-03-10,portail_client
6796,Baltic Industries SAS,FR,FR03544825814,2024-03-14,reprise_erp
6797,Azur Industries BV,ZZ,ZZ098618830B04,2025-07-19,import_fournisseur
6798,Vela Logistics BV,PL,PL4416495926,2025-03-17,saisie_manuelle
6799,Azur Foods BV,PL,pl4178745918,2024-02-18,portail_client
6800,Meridian Logistics Lda,SE,SE568893999901,2025-04-24,saisie_manuelle
6801,Kappa Technologies BV,DK,DK93382587,2024-02-28,saisie_manuelle
6802,Baltic Services SpA,FI,79978844,2024-12-20,portail_client
6803,Solaris Foods Lda,PT,PT8658880608,2024-03-30,portail_client
6804,Batavia Trading SA,NL,NL 3431 56344B22,2024-02-07,reprise_erp
6805,Vela Logistics GmbH,DK,DK51026977,2024-10-05,portail_client
6806,Hanse Transports GmbH,LU,LU87346418,2024-08-09,import_fournisseur
6807,Azur Technologies SpA,NL,NL335929679B69,2025-08-21,reprise_erp
6808,Metallo Trading Sp. z o.o.,NL,NL198521935B764,2024-11-25,saisie_manuelle
